condition,strategy,snr_db,probe_evm_percent,probe_ber,packet_error_rate,selected_modulation,average_ber,success_rate,delivered_bits_per_frame
75,ml_based,18.628063956001483,11.614789606608893,0.0,0.0,16QAM,0.0,1.0,256.0
76,fixed_qpsk,4.808229380042094,59.4458186503251,0.052083333333333336,1.0,QPSK,0.03125,0.0,0.0
76,rule_based,4.808229380042094,59.4458186503251,0.052083333333333336,1.0,QPSK,0.03125,0.0,0.0
76,ml_based,4.808229380042094,59.4458186503251,0.052083333333333336,1.0,QPSK,0.03125,0.0,0.0
77,fixed_qpsk,28.411862499349883,3.599925973373943,0.0,0.0,QPSK,0.0,1.0,128.0
77,rule_based,28.411862499349883,3.599925973373943,0.0,0.0,64QAM,0.0,1.0,384.0
77,ml_based,28.411862499349883,3.599925973373943,0.0,0.0,64QAM,0.0,1.0,384.0
78,fixed_qpsk,0.7089728601532819,88.07944397933328,0.11979166666666667,1.0,QPSK,0.1296875,0.0,0.0
78,rule_based,0.7089728601532819,88.07944397933328,0.11979166666666667,1.0,QPSK,0.1296875,0.0,0.0
78,ml_based,0.7089728601532819,88.07944397933328,0.11979166666666667,1.0,QPSK,0.1296875,0.0,0.0
79,fixed_qpsk,8.931283692625843,31.76428971255541,0.0,0.0,QPSK,0.0,1.0,128.0
79,rule_based,8.931283692625843,31.76428971255541,0.0,0.0,QPSK,0.0,1.0,128.0
79,ml_based,8.931283692625843,31.76428971255541,0.0,0.0,QPSK,0.0,1.0,128.0
80,fixed_qpsk,8.448404793017874,39.21301661517181,0.005208333333333333,0.3333333333333333,QPSK,0.003125,1.0,128.0
80,rule_based,8.448404793017874,39.21301661517181,0.005208333333333333,0.3333333333333333,QPSK,0.003125,1.0,128.0
80,ml_based,8.448404793017874,39.21301661517181,0.005208333333333333,0.3333333333333333,QPSK,0.003125,1.0,128.0
81,fixed_qpsk,20.15477945168114,10.052324349981829,0.0,0.0,QPSK,0.0,1.0,128.0
81,rule_based,20.15477945168114,10.052324349981829,0.0,0.0,64QAM,0.00625,0.8,307.2
81,ml_based,20.15477945168114,10.052324349981829,0.0,0.0,64QAM,0.00625,0.8,307.2
82,fixed_qpsk,14.620891982175344,18.805030670064934,0.0,0.0,QPSK,0.0,1.0,128.0
82,rule_based,14.620891982175344,18.805030670064934,0.0,0.0,16QAM,0.00625,1.0,256.0
82,ml_based,14.620891982175344,18.805030670064934,0.0,0.0,16QAM,0.00625,1.0,256.0
83,fixed_qpsk,2.7866564627234167,74.75585894398348,0.10677083333333333,1.0,QPSK,0.0859375,0.0,0.0
83,rule_based,2.7866564627234167,74.75585894398348,0.10677083333333333,1.0,QPSK,0.0859375,0.0,0.0
83,ml_based,2.7866564627234167,74.75585894398348,0.10677083333333333,1.0,QPSK,0.0859375,0.0,0.0
84,fixed_qpsk,0.38573663234791056,93.5931133203214,0.140625,1.0,QPSK,0.1328125,0.0,0.0
84,rule_based,0.38573663234791056,93.5931133203214,0.140625,1.0,QPSK,0.1328125,0.0,0.0
84,ml_based,0.38573663234791056,93.5931133203214,0.140625,1.0,QPSK,0.1328125,0.0,0.0
85,fixed_qpsk,18.129472403209135,11.86250649594091,0.0,0.0,QPSK,0.0,1.0,128.0
85,rule_based,18.129472403209135,11.86250649594091,0.0,0.0,16QAM,0.0,1.0,256.0
85,ml_based,18.129472403209135,11.86250649594091,0.0,0.0,16QAM,0.0,1.0,256.0
86,fixed_qpsk,14.744499970227784,17.91486667794435,0.0,0.0,QPSK,0.0,1.0,128.0
86,rule_based,14.744499970227784,17.91486667794435,0.0,0.0,16QAM,0.00546875,0.6,153.6
86,ml_based,14.744499970227784,17.91486667794435,0.0,0.0,16QAM,0.00546875,0.6,153.6
87,fixed_qpsk,18.041463640212033,12.074126635723998,0.0,0.0,QPSK,0.0,1.0,128.0
87,rule_based,18.041463640212033,12.074126635723998,0.0,0.0,16QAM,0.0,1.0,256.0
87,ml_based,18.041463640212033,12.074126635723998,0.0,0.0,16QAM,0.0,1.0,256.0
88,fixed_qpsk,16.920715915966035,15.059401188521864,0.0,0.0,QPSK,0.0,1.0,128.0
88,rule_based,16.920715915966035,15.059401188521864,0.0,0.0,16QAM,0.0015625,1.0,256.0
88,ml_based,16.920715915966035,15.059401188521864,0.0,0.0,16QAM,0.0015625,1.0,256.0
89,fixed_qpsk,26.7137732489904,4.3885136651399055,0.0,0.0,QPSK,0.0,1.0,128.0
89,rule_based,26.7137732489904,4.3885136651399055,0.0,0.0,64QAM,0.0,1.0,384.0
89,ml_based,26.7137732489904,4.3885136651399055,0.0,0.0,64QAM,0.0,1.0,384.0
90,fixed_qpsk,27.551905736117902,4.455594906421581,0.0,0.0,QPSK,0.0,1.0,128.0
90,rule_based,27.551905736117902,4.455594906421581,0.0,0.0,64QAM,0.0,1.0,384.0
90,ml_based,27.551905736117902,4.455594906421581,0.0,0.0,64QAM,0.0,1.0,384.0
91,fixed_qpsk,5.647714833070951,53.08372137228673,0.028645833333333332,1.0,QPSK,0.0203125,0.2,25.6
91,rule_based,5.647714833070951,53.08372137228673,0.028645833333333332,1.0,QPSK,0.0203125,0.2,25.6
91,ml_based,5.647714833070951,53.08372137228673,0.028645833333333332,1.0,QPSK,0.0203125,0.2,25.6
92,fixed_qpsk,28.263626084116027,3.696885993091022,0.0,0.0,QPSK,0.0,1.0,128.0
92,rule_based,28.263626084116027,3.696885993091022,0.0,0.0,64QAM,0.0,1.0,384.0
92,ml_based,28.263626084116027,3.696885993091022,0.0,0.0,64QAM,0.0,1.0,384.0
93,fixed_qpsk,23.631798789683508,6.812979441251859,0.0,0.0,QPSK,0.0,1.0,128.0
93,rule_based,23.631798789683508,6.812979441251859,0.0,0.0,64QAM,0.0,1.0,384.0
93,ml_based,23.631798789683508,6.812979441251859,0.0,0.0,64QAM,0.0,1.0,384.0
94,fixed_qpsk,19.170787566688993,10.775518520535755,0.0,0.0,QPSK,0.0,1.0,128.0
94,rule_based,19.170787566688993,10.775518520535755,0.0,0.0,16QAM,0.0,1.0,256.0
94,ml_based,19.170787566688993,10.775518520535755,0.0,0.0,16QAM,0.0,1.0,256.0
95,fixed_qpsk,19.78821802472848,10.014100830022366,0.0,0.0,QPSK,0.0,1.0,128.0
95,rule_based,19.78821802472848,10.014100830022366,0.0,0.0,16QAM,0.0,1.0,256.0
95,ml_based,19.78821802472848,10.014100830022366,0.0,0.0,16QAM,0.0,1.0,256.0
96,fixed_qpsk,16.381806897019274,15.265324830643104,0.0,0.0,QPSK,0.0,1.0,128.0
96,rule_based,16.381806897019274,15.265324830643104,0.0,0.0,16QAM,0.0015625,1.0,256.0
96,ml_based,16.381806897019274,15.265324830643104,0.0,0.0,16QAM,0.0015625,1.0,256.0
97,fixed_qpsk,27.51789898928522,3.9740799802045195,0.0,0.0,QPSK,0.0,1.0,128.0
97,rule_based,27.51789898928522,3.9740799802045195,0.0,0.0,64QAM,0.0,1.0,384.0
97,ml_based,27.51789898928522,3.9740799802045195,0.0,0.0,64QAM,0.0,1.0,384.0
98,fixed_qpsk,6.997896186004162,43.63979555940887,0.013020833333333334,1.0,QPSK,0.0140625,0.4,51.2
98,rule_based,6.997896186004162,43.63979555940887,0.013020833333333334,1.0,QPSK,0.0140625,0.4,51.2
98,ml_based,6.997896186004162,43.63979555940887,0.013020833333333334,1.0,QPSK,0.0140625,0.4,51.2
99,fixed_qpsk,17.979479768087426,12.237170055597202,0.0,0.0,QPSK,0.0,1.0,128.0
99,rule_based,17.979479768087426,12.237170055597202,0.0,0.0,16QAM,0.0,1.0,256.0
99,ml_based,17.979479768087426,12.237170055597202,0.0,0.0,16QAM,0.0,1.0,256.0
100,fixed_qpsk,24.427291856149516,6.089143304066153,0.0,0.0,QPSK,0.0,1.0,128.0
100,rule_based,24.427291856149516,6.089143304066153,0.0,0.0,64QAM,0.0,1.0,384.0
100,ml_based,24.427291856149516,6.089143304066153,0.0,0.0,64QAM,0.0,1.0,384.0
101,fixed_qpsk,4.042843548633899,60.84118995066908,0.0546875,1.0,QPSK,0.0609375,0.0,0.0
101,rule_based,4.042843548633899,60.84118995066908,0.0546875,1.0,QPSK,0.0609375,0.0,0.0
101,ml_based,4.042843548633899,60.84118995066908,0.0546875,1.0,QPSK,0.0609375,0.0,0.0
102,fixed_qpsk,18.46524823076601,11.334569217634598,0.0,0.0,QPSK,0.0,1.0,128.0
102,rule_based,18.46524823076601,11.334569217634598,0.0,0.0,16QAM,0.0,1.0,256.0
102,ml_based,18.46524823076601,11.334569217634598,0.0,0.0,16QAM,0.0,1.0,256.0
103,fixed_qpsk,12.085004265887218,25.459020845840946,0.0,0.0,QPSK,0.0,1.0,128.0
103,rule_based,12.085004265887218,25.459020845840946,0.0,0.0,16QAM,0.02578125,0.0,0.0
103,ml_based,12.085004265887218,25.459020845840946,0.0,0.0,QPSK,0.0,1.0,128.0
104,fixed_qpsk,22.981090243988486,7.084293430972448,0.0,0.0,QPSK,0.0,1.0,128.0
104,rule_based,22.981090243988486,7.084293430972448,0.0,0.0,64QAM,0.0010416666666666667,1.0,384.0
104,ml_based,22.981090243988486,7.084293430972448,0.0,0.0,64QAM,0.0010416666666666667,1.0,384.0
105,fixed_qpsk,2.0314308186162178,73.04743119674627,0.09895833333333333,1.0,QPSK,0.109375,0.0,0.0
105,rule_based,2.0314308186162178,73.04743119674627,0.09895833333333333,1.0,QPSK,0.109375,0.0,0.0
105,ml_based,2.0314308186162178,73.04743119674627,0.09895833333333333,1.0,QPSK,0.109375,0.0,0.0
106,fixed_qpsk,18.2044314310261,12.292940199697373,0.0,0.0,QPSK,0.0,1.0,128.0
106,rule_based,18.2044314310261,12.292940199697373,0.0,0.0,16QAM,0.0,1.0,256.0
106,ml_based,18.2044314310261,12.292940199697373,0.0,0.0,16QAM,0.0,1.0,256.0
107,fixed_qpsk,25.712360699599405,4.980205611634888,0.0,0.0,QPSK,0.0,1.0,128.0
107,rule_based,25.712360699599405,4.980205611634888,0.0,0.0,64QAM,0.0,1.0,384.0
107,ml_based,25.712360699599405,4.980205611634888,0.0,0.0,64QAM,0.0,1.0,384.0
108,fixed_qpsk,18.850435870892717,11.745803753803381,0.0,0.0,QPSK,0.0,1.0,128.0
108,rule_based,18.850435870892717,11.745803753803381,0.0,0.0,16QAM,0.0,1.0,256.0
108,ml_based,18.850435870892717,11.745803753803381,0.0,0.0,16QAM,0.0,1.0,256.0
109,fixed_qpsk,9.640130863605624,32.2490646787943,0.0026041666666666665,0.3333333333333333,QPSK,0.0,1.0,128.0
109,rule_based,9.640130863605624,32.2490646787943,0.0026041666666666665,0.3333333333333333,QPSK,0.0,1.0,128.0
109,ml_based,9.640130863605624,32.2490646787943,0.0026041666666666665,0.3333333333333333,QPSK,0.0,1.0,128.0
110,fixed_qpsk,19.673881677656674,10.871188047871449,0.0,0.0,QPSK,0.0,1.0,128.0
110,rule_based,19.673881677656674,10.871188047871449,0.0,0.0,16QAM,0.0,1.0,256.0
110,ml_based,19.673881677656674,10.871188047871449,0.0,0.0,16QAM,0.0,1.0,256.0
111,fixed_qpsk,10.144585282080323,31.819734610047313,0.0,0.0,QPSK,0.0,1.0,128.0
111,rule_based,10.144585282080323,31.819734610047313,0.0,0.0,QPSK,0.0,1.0,128.0
111,ml_based,10.144585282080323,31.819734610047313,0.0,0.0,QPSK,0.0,1.0,128.0
112,fixed_qpsk,20.057783652302703,9.49073725591913,0.0,0.0,QPSK,0.0,1.0,128.0
112,rule_based,20.057783652302703,9.49073725591913,0.0,0.0,64QAM,0.008333333333333333,0.6,230.4
112,ml_based,20.057783652302703,9.49073725591913,0.0,0.0,64QAM,0.008333333333333333,0.6,230.4
113,fixed_qpsk,3.850332043261605,64.4402618600894,0.059895833333333336,1.0,QPSK,0.0640625,0.0,0.0
113,rule_based,3.850332043261605,64.4402618600894,0.059895833333333336,1.0,QPSK,0.0640625,0.0,0.0
113,ml_based,3.850332043261605,64.4402618600894,0.059895833333333336,1.0,QPSK,0.0640625,0.0,0.0
114,fixed_qpsk,8.399752325876781,40.14215801786443,0.0026041666666666665,0.3333333333333333,QPSK,0.0078125,0.8,102.4
114,rule_based,8.399752325876781,40.14215801786443,0.0026041666666666665,0.3333333333333333,QPSK,0.0078125,0.8,102.4
114,ml_based,8.399752325876781,40.14215801786443,0.0026041666666666665,0.3333333333333333,QPSK,0.0078125,0.8,102.4
115,fixed_qpsk,0.981551345907461,93.12519187309918,0.18489583333333334,1.0,QPSK,0.1015625,0.0,0.0
115,rule_based,0.981551345907461,93.12519187309918,0.18489583333333334,1.0,QPSK,0.1015625,0.0,0.0
115,ml_based,0.981551345907461,93.12519187309918,0.18489583333333334,1.0,QPSK,0.1015625,0.0,0.0
116,fixed_qpsk,2.5172816688807256,76.73402647110508,0.1171875,1.0,QPSK,0.103125,0.0,0.0
116,rule_based,2.5172816688807256,76.73402647110508,0.1171875,1.0,QPSK,0.103125,0.0,0.0
116,ml_based,2.5172816688807256,76.73402647110508,0.1171875,1.0,QPSK,0.103125,0.0,0.0
117,fixed_qpsk,16.643088594495197,14.33942041543017,0.0,0.0,QPSK,0.0,1.0,128.0
117,rule_based,16.643088594495197,14.33942041543017,0.0,0.0,16QAM,0.0,1.0,256.0
117,ml_based,16.643088594495197,14.33942041543017,0.0,0.0,16QAM,0.0,1.0,256.0
118,fixed_qpsk,6.9509466417692165,47.44986023173358,0.020833333333333332,1.0,QPSK,0.021875,0.2,25.6
118,rule_based,6.9509466417692165,47.44986023173358,0.020833333333333332,1.0,QPSK,0.021875,0.2,25.6
118,ml_based,6.9509466417692165,47.44986023173358,0.020833333333333332,1.0,QPSK,0.021875,0.2,25.6
119,fixed_qpsk,15.482477629131955,16.395929771882432,0.0,0.0,QPSK,0.0,1.0,128.0
119,rule_based,15.482477629131955,16.395929771882432,0.0,0.0,16QAM,0.00078125,1.0,256.0
119,ml_based,15.482477629131955,16.395929771882432,0.0,0.0,16QAM,0.00078125,1.0,256.0
120,fixed_qpsk,19.787085992185233,10.240040261563015,0.0,0.0,QPSK,0.0,1.0,128.0
120,rule_based,19.787085992185233,10.240040261563015,0.0,0.0,16QAM,0.0,1.0,256.0
120,ml_based,19.787085992185233,10.240040261563015,0.0,0.0,16QAM,0.0,1.0,256.0
121,fixed_qpsk,26.435585380485705,4.62106220971131,0.0,0.0,QPSK,0.0,1.0,128.0
121,rule_based,26.435585380485705,4.62106220971131,0.0,0.0,64QAM,0.0,1.0,384.0
121,ml_based,26.435585380485705,4.62106220971131,0.0,0.0,64QAM,0.0,1.0,384.0
122,fixed_qpsk,10.65183043765616,29.34495029445385,0.0,0.0,QPSK,0.0015625,1.0,128.0
122,rule_based,10.65183043765616,29.34495029445385,0.0,0.0,QPSK,0.0015625,1.0,128.0
122,ml_based,10.65183043765616,29.34495029445385,0.0,0.0,QPSK,0.0015625,1.0,128.0
123,fixed_qpsk,9.560368993162355,32.3793364313983,0.0,0.0,QPSK,0.0015625,1.0,128.0
123,rule_based,9.560368993162355,32.3793364313983,0.0,0.0,QPSK,0.0015625,1.0,128.0
123,ml_based,9.560368993162355,32.3793364313983,0.0,0.0,QPSK,0.0015625,1.0,128.0
124,fixed_qpsk,9.41000224691424,32.38004458315232,0.0,0.0,QPSK,0.0,1.0,128.0
124,rule_based,9.41000224691424,32.38004458315232,0.0,0.0,QPSK,0.0,1.0,128.0
124,ml_based,9.41000224691424,32.38004458315232,0.0,0.0,QPSK,0.0,1.0,128.0
125,fixed_qpsk,3.5354893357318584,65.5098316981414,0.052083333333333336,1.0,QPSK,0.065625,0.2,25.6
125,rule_based,3.5354893357318584,65.5098316981414,0.052083333333333336,1.0,QPSK,0.065625,0.2,25.6
125,ml_based,3.5354893357318584,65.5098316981414,0.052083333333333336,1.0,QPSK,0.065625,0.2,25.6
126,fixed_qpsk,19.895500939717934,10.298036036866502,0.0,0.0,QPSK,0.0,1.0,128.0
126,rule_based,19.895500939717934,10.298036036866502,0.0,0.0,16QAM,0.0,1.0,256.0
126,ml_based,19.895500939717934,10.298036036866502,0.0,0.0,64QAM,0.009375000000000001,0.6,230.4
127,fixed_qpsk,24.58963744311631,5.677673615244508,0.0,0.0,QPSK,0.0,1.0,128.0
127,rule_based,24.58963744311631,5.677673615244508,0.0,0.0,64QAM,0.0,1.0,384.0
127,ml_based,24.58963744311631,5.677673615244508,0.0,0.0,64QAM,0.0,1.0,384.0
128,fixed_qpsk,14.190145825889664,19.828093993155214,0.0,0.0,QPSK,0.0,1.0,128.0
128,rule_based,14.190145825889664,19.828093993155214,0.0,0.0,16QAM,0.0078125,0.6,153.6
128,ml_based,14.190145825889664,19.828093993155214,0.0,0.0,16QAM,0.0078125,0.6,153.6
129,fixed_qpsk,16.748921908456424,14.81464837826654,0.0,0.0,QPSK,0.0,1.0,128.0
129,rule_based,16.748921908456424,14.81464837826654,0.0,0.0,16QAM,0.00078125,1.0,256.0
129,ml_based,16.748921908456424,14.81464837826654,0.0,0.0,16QAM,0.00078125,1.0,256.0
130,fixed_qpsk,28.75440341086855,3.6244547049663947,0.0,0.0,QPSK,0.0,1.0,128.0
130,rule_based,28.75440341086855,3.6244547049663947,0.0,0.0,64QAM,0.0,1.0,384.0
130,ml_based,28.75440341086855,3.6244547049663947,0.0,0.0,64QAM,0.0,1.0,384.0
131,fixed_qpsk,20.967455149574658,8.295714655962179,0.0,0.0,QPSK,0.0,1.0,128.0
131,rule_based,20.967455149574658,8.295714655962179,0.0,0.0,64QAM,0.003125,1.0,384.0
131,ml_based,20.967455149574658,8.295714655962179,0.0,0.0,64QAM,0.003125,1.0,384.0
132,fixed_qpsk,22.351046599429555,7.325773401880865,0.0,0.0,QPSK,0.0,1.0,128.0
132,rule_based,22.351046599429555,7.325773401880865,0.0,0.0,64QAM,0.0005208333333333333,1.0,384.0
132,ml_based,22.351046599429555,7.325773401880865,0.0,0.0,64QAM,0.0005208333333333333,1.0,384.0
133,fixed_qpsk,26.684950719135852,4.517762021573782,0.0,0.0,QPSK,0.0,1.0,128.0
133,rule_based,26.684950719135852,4.517762021573782,0.0,0.0,64QAM,0.0,1.0,384.0
133,ml_based,26.684950719135852,4.517762021573782,0.0,0.0,64QAM,0.0,1.0,384.0
134,fixed_qpsk,6.473717282523567,49.93032593296006,0.026041666666666668,1.0,QPSK,0.0203125,0.2,25.6
134,rule_based,6.473717282523567,49.93032593296006,0.026041666666666668,1.0,QPSK,0.0203125,0.2,25.6
134,ml_based,6.473717282523567,49.93032593296006,0.026041666666666668,1.0,QPSK,0.0203125,0.2,25.6
135,fixed_qpsk,19.50498174962072,10.618407180257417,0.0,0.0,QPSK,0.0,1.0,128.0
135,rule_based,19.50498174962072,10.618407180257417,0.0,0.0,16QAM,0.0,1.0,256.0
135,ml_based,19.50498174962072,10.618407180257417,0.0,0.0,16QAM,0.0,1.0,256.0
136,fixed_qpsk,21.52183515979181,8.793831925429101,0.0,0.0,QPSK,0.0,1.0,128.0
136,rule_based,21.52183515979181,8.793831925429101,0.0,0.0,64QAM,0.0031249999999999997,1.0,384.0
136,ml_based,21.52183515979181,8.793831925429101,0.0,0.0,64QAM,0.0031249999999999997,1.0,384.0
137,fixed_qpsk,25.266837891705773,5.485660032088711,0.0,0.0,QPSK,0.0,1.0,128.0
137,rule_based,25.266837891705773,5.485660032088711,0.0,0.0,64QAM,0.0,1.0,384.0
137,ml_based,25.266837891705773,5.485660032088711,0.0,0.0,64QAM,0.0,1.0,384.0
138,fixed_qpsk,10.31356638005683,28.950200671325394,0.0,0.0,QPSK,0.0,1.0,128.0
138,rule_based,10.31356638005683,28.950200671325394,0.0,0.0,QPSK,0.0,1.0,128.0
138,ml_based,10.31356638005683,28.950200671325394,0.0,0.0,QPSK,0.0,1.0,128.0
139,fixed_qpsk,20.663841171391432,9.51391437496259,0.0,0.0,QPSK,0.0,1.0,128.0
139,rule_based,20.663841171391432,9.51391437496259,0.0,0.0,64QAM,0.004687499999999999,1.0,384.0
139,ml_based,20.663841171391432,9.51391437496259,0.0,0.0,64QAM,0.004687499999999999,1.0,384.0
140,fixed_qpsk,18.132018174078173,12.860517183063688,0.0,0.0,QPSK,0.0,1.0,128.0
140,rule_based,18.132018174078173,12.860517183063688,0.0,0.0,16QAM,0.00078125,1.0,256.0
140,ml_based,18.132018174078173,12.860517183063688,0.0,0.0,16QAM,0.00078125,1.0,256.0
141,fixed_qpsk,12.28083101467996,23.66346637723784,0.0,0.0,QPSK,0.0,1.0,128.0
141,rule_based,12.28083101467996,23.66346637723784,0.0,0.0,16QAM,0.03359375,0.0,0.0
141,ml_based,12.28083101467996,23.66346637723784,0.0,0.0,QPSK,0.0,1.0,128.0
142,fixed_qpsk,3.0505727124648994,69.96965393460206,0.078125,1.0,QPSK,0.0828125,0.0,0.0
142,rule_based,3.0505727124648994,69.96965393460206,0.078125,1.0,QPSK,0.0828125,0.0,0.0
142,ml_based,3.0505727124648994,69.96965393460206,0.078125,1.0,QPSK,0.0828125,0.0,0.0
143,fixed_qpsk,10.591453013494213,28.675158585127154,0.0,0.0,QPSK,0.0,1.0,128.0
143,rule_based,10.591453013494213,28.675158585127154,0.0,0.0,QPSK,0.0,1.0,128.0
143,ml_based,10.591453013494213,28.675158585127154,0.0,0.0,QPSK,0.0,1.0,128.0
144,fixed_qpsk,28.904542443614364,3.6809140551497768,0.0,0.0,QPSK,0.0,1.0,128.0
144,rule_based,28.904542443614364,3.6809140551497768,0.0,0.0,64QAM,0.0,1.0,384.0
144,ml_based,28.904542443614364,3.6809140551497768,0.0,0.0,64QAM,0.0,1.0,384.0
145,fixed_qpsk,6.4957050483839565,46.74106925027605,0.018229166666666668,0.6666666666666666,QPSK,0.0140625,0.6,76.8
145,rule_based,6.4957050483839565,46.74106925027605,0.018229166666666668,0.6666666666666666,QPSK,0.0140625,0.6,76.8
145,ml_based,6.4957050483839565,46.74106925027605,0.018229166666666668,0.6666666666666666,QPSK,0.0140625,0.6,76.8
146,fixed_qpsk,3.4091398076452686,72.25947358583365,0.08854166666666667,1.0,QPSK,0.075,0.0,0.0
146,rule_based,3.4091398076452686,72.25947358583365,0.08854166666666667,1.0,QPSK,0.075,0.0,0.0
146,ml_based,3.4091398076452686,72.25947358583365,0.08854166666666667,1.0,QPSK,0.075,0.0,0.0
147,fixed_qpsk,11.030382742110232,28.19117565112505,0.0,0.0,QPSK,0.0,1.0,128.0
147,rule_based,11.030382742110232,28.19117565112505,0.0,0.0,QPSK,0.0,1.0,128.0
147,ml_based,11.030382742110232,28.19117565112505,0.0,0.0,QPSK,0.0,1.0,128.0
148,fixed_qpsk,3.029423763179463,69.34229960157361,0.078125,1.0,QPSK,0.0796875,0.0,0.0
148,rule_based,3.029423763179463,69.34229960157361,0.078125,1.0,QPSK,0.0796875,0.0,0.0
148,ml_based,3.029423763179463,69.34229960157361,0.078125,1.0,QPSK,0.0796875,0.0,0.0
149,fixed_qpsk,8.015967955088142,38.0828612403807,0.005208333333333333,0.3333333333333333,QPSK,0.00625,0.8,102.4
149,rule_based,8.015967955088142,38.0828612403807,0.005208333333333333,0.3333333333333333,QPSK,0.00625,0.8,102.4
149,ml_based,8.015967955088142,38.0828612403807,0.005208333333333333,0.3333333333333333,QPSK,0.00625,0.8,102.4
150,fixed_qpsk,27.433683663087738,4.3442129427838685,0.0,0.0,QPSK,0.0,1.0,128.0
150,rule_based,27.433683663087738,4.3442129427838685,0.0,0.0,64QAM,0.0,1.0,384.0
